;;1-А;;;;;;;;;;;;;;;;;;1-Б;;;;;;;;;;;;;;;;;;1-В;;;;;;;;;;;;;;;;;;1-Г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5;12:35;"Литература

ШО 1
302а, Кабинет физики";5;12:35;"Математика
Павлов Н.М.
ШО 1
406а, Кабинет информатики";5;12:35;"Функциональная грамотность
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";5;12:35;"История
Багдасарян А.Б.
ШО 1
305б, Каб. истории и общ.";5;12:35;"Литература

ШО 1
302а, Кабинет физики";;;;5;12:35;"Основы духовно-нравственной культуры народов России
Мушникова О.А.
ШО 1
112б, Каб. нач. классов";5;12:35;"Математика
Никитич Т.Н.
ШО 1
307а, Каб. математики";5;12:35;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";5;12:35;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";5;12:35;"Физическая культура
Попов И.Б.
ШО 1
С/з бол. (203), Спортивный зал большой";;;;5;12:35;"Математика
Никитич Т.Н.
ШО 1
307а, Каб. математики";5;12:35;"Литература

ШО 1
204б, Кабинет РЯ и ЛИ";5;12:35;"Читательская грамотность

ШО 1
102б, Кабинет МХК";5;12:35;"Функциональная грамотность
Попов И.Б.
ШО 1
115БНК, Каб. нач. классов";5;12:35;"История
Феоктистова О.Н.
ШО 1
102б, Кабинет МХК";;;;5;12:35;"Литература
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";5;12:35;"Читательская грамотность
Акопова С.Н.
ШО 1
301б, Кабинет РЯ и ЛИ";5;12:35;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";5;12:35;"Математика
Никитич Т.Н.
ШО 1
307а, Каб. математики";5;12:35;"География
Иванов А.С.
ШО 1
311БНК, Каб. нач. классов";;;;5;12:35;"Английский язык
Тропина С.С.
ШО 1
407а1, Кабинет АЯ";5;12:35;"Математика
Путилов А.О.
ШО 1
207а, Каб. математики";5;12:35;"География
Любушкина М.Ю.
ШО 1
309БНК, Каб. нач. классов";5;12:35;"Русский язык

ШО 1
309БНК, Каб. нач. классов";5;12:35;"Основы духовно-нравственной культуры народов России
Давидян М.А.
ШО 1
206а, Каб. нач. классов";;;;;;;5;12:35;"Математика
Светикова С.В.
ШО 1
215БНК, Каб. педагога-психолога";;;;5;12:35;"География
Любушкина М.Ю.
ШО 1
311БНК, Каб. нач. классов";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;12:35;"Математика
Антонова В.В.
ШО 1
305а, Кабинет физики";5;12:35;"География
Иноземцева Т.С.
ШО 1
301БНК, Каб. нач. классов";5;12:35;"Математика
Антонова В.В.
ШО 1
305а, Кабинет физики";5;12:35;"Читательская грамотность
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";5;12:35;"Биология
Прилипко Е.В.
ШО 1
402а, Кабинет химии";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;12:35;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6;13:40;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";6;13:40;"Музыка
Шелепова И.М.
ШО 1
212а, Актовый зал";6;13:40;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";6;13:40;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";;;;;;;6;13:40;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";6;13:40;"Русский язык
Бугакова М.И.
ШО 1
204б, Кабинет РЯ и ЛИ";6;13:40;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";6;13:40;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";6;13:40;"Математика
Никитич Т.Н.
ШО 1
307а, Каб. математики";;;;6;13:40;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";6;13:40;"Изобразительное искусство
Назина Л.А.
ШО 1
102б, Кабинет МХК";6;13:40;"Технология
Технолог И.П.
ШО 1
102б, Кабинет МХК
Электронная форма";6;13:40;"История
Феоктистова О.Н.
ШО 1
201б, Кабинет РЯ и ЛИ";6;13:40;"Литература

ШО 1
301б, Кабинет РЯ и ЛИ";;;;6;13:40;"Математика
Никитич Т.Н.
ШО 1
307а, Каб. математики";6;13:40;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";6;13:40;"Музыка
Шелепова И.М.
ШО 1
212а, Актовый зал";;;;6;13:40;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";;;;6;13:40;"Литература

ШО 1
301б, Кабинет РЯ и ЛИ";6;13:40;"Читательская грамотность

ШО 1
402б, Каб. математики";6;13:40;"Физическая культура
Попов И.Б.
ШО 1
С/з бол. (203), Спортивный зал большой";6;13:40;"Технология
Технолог И.П.
ШО 1
102б, Кабинет МХК
Электронная форма";6;13:40;"Музыка
Шелепова И.М.
ШО 1
212а, Актовый зал";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;13:40;"Русский язык
Шарапова Е.А.
ШО 1
201б, Кабинет РЯ и ЛИ";6;13:40;"Физическая культура
Попов И.Б.
ШО 1
С/з БНК (207БНК), Спортивный зал БНК";6;13:40;"Английский язык
Кущева Н.А.
ШО 1
301а, Кабинет АЯ";6;13:40;"Изобразительное искусство
Назина Л.А.
ШО 1
102б, Кабинет МХК";6;13:40;"Технология
Технолог И.П.
ШО 1
102б, Кабинет МХК
Электронная форма";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;13:40;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;13:40;"Английский язык
Калашникова Е.А.
ШО 1
201а, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;7;14:45;"Технология
Технолог И.П.
ШО 1
102б, Кабинет МХК
Электронная форма";7;14:45;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";7;14:45;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";;;;;;;;;;;;;7;14:45;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";7;14:45;"Технология
Технолог И.П.
ШО 1
102б, Кабинет МХК
Электронная форма";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;14:45;"Технология
Технолог И.П.
ШО 1
102б, Кабинет МХК
Электронная форма";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;14:45;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;15:40;"Функциональная грамотность
Путилов А.О.
ШО 1
207а, Каб. математики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6-А;;;;;;;;;;;;;;;;;;6-Б;;;;;;;;;;;;;;;;;;6-В;;;;;;;;;;;;;;;;;;6-Г;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;Понедельник;;;Вторник;;;Среда;;;Четверг;;;Пятница;;;Суббота;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Английский язык

ШО 1
203а, Кабинет АЯ";1;08:30;"Английский язык

ШО 1
203а, Кабинет АЯ";1;08:30;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";1;08:30;"Литература
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";;;;;;;1;08:30;"Функциональная грамотность

ШО 1
402б, Каб. математики";1;08:30;"Физическая культура
Воякин Д.М.
ШО 1
С/з мал. (201), Спортивный зал малый";1;08:30;"Математика

ШО 1
402б, Каб. математики";1;08:30;"Технология
Дорохова Л.Е.
ШО 1
405а, Кабинет информатики";;;;;;;1;08:30;"Литература
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";1;08:30;"Математика
Павлова А.С.
ШО 1
308б, Каб. математики";1;08:30;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";1;08:30;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";;;;;;;1;08:30;"Литература
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";1;08:30;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";1;08:30;"Математика
Павлова А.С.
ШО 1
308б, Каб. математики";1;08:30;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;1;08:30;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";1;08:30;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;1;08:30;"Технология
Панин Г.Г.
ШО 1
406а, Кабинет информатики";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;09:30;"Математика
Марущенко М.И.
ШО 1
302б, Каб. математики";2;09:30;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";2;09:30;"Математика
Марущенко М.И.
ШО 1
302б, Каб. математики";2;09:30;"Функциональная грамотность
Федорова И.В.
ШО 1
302а, Кабинет физики";2;09:30;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";;;;2;09:30;"Английская грамматика
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";2;09:30;"Английский язык
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";2;09:30;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";2;09:30;"Физическая культура
Воякин Д.М.
ШО 1
С/з мал. (201), Спортивный зал малый";2;09:30;"Читательская грамотность
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";;;;2;09:30;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";2;09:30;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";2;09:30;"Введение в экологию
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";2;09:30;"Физическая культура
Попов И.Б.
ШО 1
С/з бол. (203), Спортивный зал большой";2;09:30;"Практикум по биологии
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";;;;2;09:30;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";2;09:30;"География
Киселева И.М.
ШО 1
404б, Кабинет географии";2;09:30;"Функциональная грамотность

ШО 1
402б, Каб. математики";2;09:30;"Наглядная геометрия
Павлова А.С.
ШО 1
308б, Каб. математики";2;09:30;"Литература
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;2;09:30;"Английская грамматика
Карташова Т.М.
ШО 1
401а, Кабинет АЯ";2;09:30;"Английский язык
Сударикова Е.В.
ШО 1
302БНК, Кабинет АЯ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;3;10:35;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";3;10:35;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";3;10:35;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";3;10:35;"Технология
Панин Г.Г.
ШО 1
406а, Кабинет информатики";3;10:35;"Физическая культура
Куликов А.И.
ШО 1
С/з бол. (203), Спортивный зал большой";;;;3;10:35;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";3;10:35;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";3;10:35;"Математика

ШО 1
402б, Каб. математики";3;10:35;"История
Стародубцева Т.А.
ШО 1
102а, Кабинет математики, ОБЖ и кадетский класс";3;10:35;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";;;;3;10:35;"Русский язык
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";3;10:35;"Математика
Павлова А.С.
ШО 1
308б, Каб. математики";3;10:35;"Читательская грамотность
Самофалова М.В.
ШО 1
206б, Кабинет РЯ и ЛИ";3;10:35;"Английский язык
Ширнина В.О.
ШО 1
408б, Кабинет АЯ";3;10:35;"Математика
Павлова А.С.
ШО 1
308б, Каб. математики";;;;3;10:35;"Читательская грамотность
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";3;10:35;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";3;10:35;"Биология
Лукоянова Н.М.
ШО 1
407б, Кабинет биологии";3;10:35;"Физическая культура
Попов И.Б.
ШО 1
С/з мал. (201), Спортивный зал малый";3;10:35;"Русский язык
Андреева С.Р.
ШО 1
202б, Кабинет РЯ и ЛИ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
